PDFIndex,10DigitBBl,StreetNumber,StreetName,DOFGrossSquareFootage,EnergyStar1-100Score,EnergyEfficiencyGrade
10930,1004760019,116,AVENUE OF THE AMERICAS,28042,50,D
10931,1004770011,101,AVENUE OF THE AMERICAS,402111,27,D
10932,1004770068,52,WATTS STREET,54375,34,D
10933,1004777501,121,6 AVENUE,80862,25,D
10934,1004777502,565,BROOME STREET,322154,15,D
10935,1004817502,225,LAFAYETTE STREET,80052,2,D
10936,1004827501,406,BROOME STREET,74539,15,D
10937,1004830007,504,BROADWAY,121992,29,D
10938,1004830013,514,BROADWAY,76550,47,D
10939,1004840001,84,MERCER STREET,125590,18,D
10940,1004857501,73,MERCER STREET,31024,44,D
10941,1004860009,80,WOOSTER STREET,33250,47,D
10942,1004867503,57,GREENE STREET,67407,20,D
10943,1004880003,60,THOMPSON STREET,56000,6,D
10944,1004907502,10,SULLIVAN STREET,80657,9,D
10945,1004927503,200,BOWERY,33678,54,D
10946,1004950011,255,LAFAYETTE STREET,63587,11,D
10947,1004950022,50,PRINCE STREET,61554,29,D
10948,1004970009,546,BROADWAY,96000,51,D
10949,1004980009,557,BROADWAY,112500,34,D
10950,1004980023,529,BROADWAY,44243,13,D
10951,1005007502,93,GREENE STREET,44530,4,D
10952,1005040014,196,AVENUE OF THE AMERICAS,32738,50,D
10953,1005047501,180,AVENUE OF THE AMERICAS,87285,17,D
10954,1005050014,30,VANDAM STREET,27286,33,D
10955,1005077502,256,BOWERY,51184,53,D
10956,1005080025,65,EAST HOUSTON STREET,92088,50,D
10957,1005090026,53,EAST HOUSTON STREET,25480,13,D
10958,1005127501,583,BROADWAY,140976,25,D
10959,1005130035,93,PRINCE STREET,67452,5,D
10960,1005190036,2,KING STREET,33100,31,D
10961,1005190044,208,AVENUE OF THE AMERICAS,33204,15,D
10962,1005207501,27,KING STREET,33383,13,D
10963,1005210071,10,BLEECKER STREET,40607,53,D
10964,1005220001,610,BROADWAY,122200,49,D
10965,1005220028,324,LAFAYETTE STREET,38720,17,D
10966,1005227502,640,BROADWAY,61182,33,D
10967,1005230032,200,MERCER STREET,52000,10,D
10968,1005230038,88,BLEECKER STREET,82483,37,D
10969,1005230047,623,BROADWAY,34085,1,D
10970,1005240009,509,LA GUARDIA PLACE,29000,45,D
10971,1005250016,183,THOMPSON STREET,28623,36,D
10972,1005250029,116,WEST HOUSTON STREET,28500,26,D
10973,1005257501,156,BLEECKER STREET,159626,37,D
10974,1005257506,184,THOMPSON STREET,97248,47,D
10975,1005270027,10,DOWNING STREET,118467,40,D
10976,1005287501,63,DOWNING STREET,50292,15,D
10977,1005307505,40,BOND STREET,85000,39,D
10978,1005317501,692,BROADWAY,182605,37,D
10979,1005317504,380,LAFAYETTE STREET,55688,2,D
10980,1005320020,77,BLEECKER STREET,196920,38,D
10981,1005320030,81,BLEECKER STREET,26382,46,D
10982,1005357501,14,WEST 4 STREET,323092,22,D
10983,1005440001,393,LAFAYETTE STREET,101936,40,D
10984,1005440045,34,COOPER SQUARE,50294,18,D
10985,1005440048,30,COOPER SQUARE,52192,40,D
10986,1005447501,56,COOPER SQUARE,121158,32,D
10987,1005447502,443,LAFAYETTE STREET,141946,3,D
10988,1005450011,718,BROADWAY,75165,35,D
10989,1005450059,752,BROADWAY,147773,31,D
10990,1005457503,21,ASTOR PLACE,107754,5,D
10991,1005460015,14,WASHINGTON PLACE,115694,50,D
10992,1005460040,699,BROADWAY,85000,47,D
10993,1005480024,303,MERCER STREET,86332,29,D
10994,1005480028,50,EAST 8 STREET,100591,23,D
10995,1005480040,11,WAVERLY PLACE,78810,50,D
10996,1005480045,15,WAVERLY PLACE,102024,43,D
10997,1005480070,300,MERCER STREET,489709,40,D
10998,1005487501,60,EAST 8 STREET,512503,40,D
10999,1005520010,82,WEST WASHINGTON PLACE,27108,39,D
11000,1005527501,360,6 AVENUE,67409,1,D
11001,1005537501,103,WAVERLY PLACE,55113,17,D
11002,1005550014,65,4 AVENUE,26455,19,D
11003,1005560015,85,EAST 10 STREET,61612,1,D
11004,1005560016,112,EAST 11 STREET,103917,23,D
11005,1005560044,111,4 AVENUE,156650,32,D
11006,1005567502,84,3 AVENUE,111588,19,D
11007,1005580010,127,4 AVENUE,37299,1,D
11008,1005587501,114,EAST 13 STREET,58779,29,D
11009,1005587502,115,4 AVENUE,102882,17,D
11010,1005587503,125,EAST 12 STREET,69472,15,D
11011,1005590009,137,4 AVENUE,184646,29,D
11012,1005590055,113,EAST 13 STREET,108817,50,D
11013,1005607501,30,EAST 9 STREET,199654,17,D
11014,1005607502,40,EAST 9 STREET,202428,19,D
11015,1005607503,60,EAST 9 STREET,204426,33,D
11016,1005610037,47,EAST 9 STREET,139566,22,D
11017,1005630037,801,BROADWAY,115000,46,D
11018,1005640001,31,EAST 12 STREET,65926,27,D
11019,1005640007,113,UNIVERSITY PLACE,57739,35,D
11020,1005650011,44,EAST 14 STREET,262576,15,D
11021,1005680026,15,EAST 10 STREET,36366,51,D
11022,1005697503,16,EAST 12 STREET,57892,28,D
11023,1005700017,24,EAST 13 STREET,27760,1,D
11024,1005720017,38,WEST 9 STREET,73098,33,D
11025,1005720038,20,5 AVENUE,132420,50,D
11026,1005720045,3,WEST 8 STREET,43600,51,D
11027,1005720049,11,WEST 8 STREET,30858,8,D
11028,1005730006,434,AVENUE OF THE AMERICAS,28619,27,D
11029,1005740005,450,AVENUE OF THE AMERICAS,41296,43,D
11030,1005740039,40,5 AVENUE,141877,47,D
11031,1005750011,472,AVENUE OF THE AMERICAS,34485,35,D
11032,1005750048,12,WEST 12 STREET,339320,15,D
11033,1005760001,486,AVENUE OF THE AMERICAS,131126,45,D
11034,1005760022,30,WEST 13 STREET,60692,26,D
11035,1005760076,71,WEST 12 STREET,37824,16,D
11036,1005767502,59,WEST 12 STREET,119533,27,D
11037,1005767503,8,WEST 13 STREET,38665,47,D
11038,1005770010,58,WEST 14 STREET,37810,20,D
11039,1005770034,8,WEST 14 STREET,110000,44,D
11040,1005770041,78,5 AVENUE,32100,20,D
11041,1005770042,74,5 AVENUE,93396,33,D
11042,1005777502,65,WEST 13 STREET,234015,24,D
11043,1005777504,14,WEST 14 STREET,40805,22,D
11044,1005787501,570,BROOME STREET,87852,19,D
11045,1005800015,66,CHARLTON STREET,51420,50,D
11046,1005800063,181,VARICK STREET,52155,35,D
11047,1005830029,59,BEDFORD STREET,47846,27,D
11048,1005870046,53,BARROW STREET,28635,54,D
11049,1005910026,194,WEST 4 STREET,168332,49,D
11050,1005910040,317,BLEECKER STREET,43128,1,D
11051,1005920040,80,GROVE STREET,47808,4,D
11052,1005930036,24,CHRISTOPHER STREET,48531,53,D
11053,1005937502,147,WAVERLY PLACE,44820,27,D
11054,1005940008,505,CANAL STREET,36640,48,D
11055,1005940115,503,CANAL STREET,84517,34,D
11056,1005947503,505,GREENWICH STREET,199216,48,D
11057,1005947505,255,HUDSON STREET,94226,35,D
11058,1005947508,475,GREENWICH STREET,49060,5,D
11059,1005947510,15,RENWICK STREET,71499,34,D
11060,1005957509,456,WASHINGTON STREET,211909,54,D
11061,1005960092,319,SPRING STREET,479500,14,D
11062,1005970005,523,GREENWICH STREET,59720,19,D
11063,1005970055,333,HUDSON STREET,101290,52,D
11064,1006010013,584,WASHINGTON STREET,59311,22,D
11065,1006010026,585,WASHINGTON STREET,167000,22,D
11066,1006020010,600,WASHINGTON STREET,109060,51,D
11067,1006027501,1,MORTON SQUARE,340372,32,D
11068,1006027502,90,MORTON STREET,135000,44,D
11069,1006047501,162,CHRISTOPHER STREET,88227,47,D
11070,1006060009,30,GREENWICH AVENUE,37736,32,D
11071,1006060047,126,WEST 11 STREET,29624,17,D
11072,1006070038,475,AVENUE OF THE AMERICAS,62772,34,D
11073,1006077502,130,WEST 12 STREET,105000,13,D
11074,1006080039,101,WEST 12 STREET,364679,28,D
11075,1006080053,125,WEST 12 STREET,31128,42,D
11076,1006087501,175,WEST 12 STREET,186887,30,D
11077,1006090007,154,WEST 14 STREET,140044,31,D
11078,1006090023,120,WEST 14 STREET,182554,18,D
11079,1006090047,509,AVENUE OF THE AMERICAS,94144,30,D
11080,1006107501,45,CHRISTOPHER STREET,125939,28,D
11081,1006127504,15,CHARLES STREET,105590,1,D
11082,1006140061,201,WEST 11 STREET,38478,6,D
11083,1006150036,87,GREENWICH AVENUE,64840,7,D
11084,1006170021,221,WEST 12 STREET,43280,24,D
11085,1006170036,234,WEST 13 STREET,26377,27,D
11086,1006180028,204,WEST 14 STREET,32000,52,D
11087,1006180033,48,7 AVENUE,142204,47,D
11088,1006187504,122,GREENWICH AVENUE,72718,1,D
11089,1006207501,534,HUDSON STREET,66073,10,D
11090,1006220056,53,PERRY STREET,34140,44,D
11091,1006240041,300,WEST 12 STREET,34872,35,D
11092,1006247503,302,WEST 12 STREET,145696,51,D
11093,1006270005,831,GREENWICH STREET,47800,30,D
11094,1006290029,304,WEST 14 STREET,38376,5,D
11095,1006297502,350,WEST 14 STREET,43254,32,D
11096,1006297503,345,WEST 13 STREET,126277,26,D
11097,1006310046,519,HUDSON STREET,39285,5,D
11098,1006317502,677,WASHINGTON STREET,95573,17,D
11099,1006340036,323,WEST 11 STREET,31206,7,D
11100,1006350042,123,BANK STREET,37064,21,D
11101,1006357501,33,BETHUNE STREET,42407,26,D
11102,1006367501,296,WEST 10 STREET,38871,48,D
11103,1006367503,150,CHARLES STREET,357933,29,D
11104,1006377505,165,CHARLES STREET,77231,19,D
11105,1006377508,166,PERRY STREET,48620,22,D
11106,1006380001,427,WEST STREET,69755,33,D
11107,1006390001,445,WEST STREET,637555,48,D
11108,1006407501,400,WEST 12 STREET,191094,17,D
11109,1006417503,385,WEST 12 STREET,48890,1,D
11110,1006427502,99,JANE STREET,166965,38,D
11111,1006450011,848,WASHINGTON STREET,219320,5,D
11112,1006450049,19,9 AVENUE,58659,17,D
11113,1006460018,440,WEST 14 STREET,31449,9,D
11114,1006467501,415,WEST 13 STREET,92379,39,D
11115,1006700070,231,11 AVENUE,217350,4,D
11116,1006900012,555,WEST 18 STREET,195000,49,D
11117,1006917501,100,11 AVENUE,144588,27,D
11118,1006917502,505,WEST 19 STREET,119876,28,D
11119,1006920019,525,WEST 20 STREET,94622,25,D
11120,1006927502,500,WEST 21 STREET,89431,24,D
11121,1006937502,551,WEST 21 STREET,196966,5,D
11122,1006950015,527,WEST 23 STREET,300000,40,D
11123,1006957503,555,WEST 23 STREET,298794,31,D
11124,1006987501,520,WEST 27 STREET,48242,44,D
11125,1006990033,303,10 AVENUE,101000,27,D
11126,1006997503,520,WEST 28 STREET,143053,39,D
11127,1007007501,522,WEST 29 STREET,108260,13,D
11128,1007010016,520,WEST 30 STREET,315586,43,D
11129,1007010062,312,11 AVENUE,387468,39,D
11130,1007050001,380,11 AVENUE,1178640,50,D
11131,1007090031,505,WEST 37 STREET,807316,42,D
11132,1007100011,535,WEST 38 STREET,51845,42,D
11133,1007120021,413,WEST 14 STREET,38468,48,D
11134,1007120029,47,9 AVENUE,58595,15,D
11135,1007140014,437,WEST 16 STREET,27456,50,D
11136,1007140031,430,WEST 17 STREET,298470,2,D
11137,1007147501,450,WEST 17 STREET,520296,10,D
11138,1007150010,117,9 AVENUE,253070,2,D
11139,1007160017,401,WEST 18 STREET,253070,2,D
11140,1007167503,447,WEST 18 STREET,83950,28,D
11141,1007170019,401,WEST 19 STREET,45420,2,D
11142,1007170077,460,WEST 20 STREET,68260,7,D
11143,1007177504,422,WEST 20 STREET,47306,38,D
11144,1007180001,440,WEST 21 STREET,133885,40,D
11145,1007187501,177,9 AVENUE,147133,28,D
11146,1007190020,433,WEST 21 STREET,63956,46,D
11147,1007190029,421,WEST 21 STREET,26800,1,D
11148,1007207501,420,WEST 23 STREET,44272,3,D
11149,1007217501,465,WEST 23 STREET,333837,21,D
11150,1007227501,420,WEST 25 STREET,97500,12,D
11151,1007230001,264,10 AVENUE,325140,11,D
11152,1007230015,407,WEST 25 STREET,567000,26,D
11153,1007237501,263,9 AVENUE,97563,24,D
11154,1007240001,278,10 AVENUE,159200,11,D
11155,1007240010,441,WEST 26 STREET,108426,11,D
11156,1007240015,427,WEST 26 STREET,187330,11,D
11157,1007280042,406,WEST 31 STREET,324885,49,D
11158,1007320058,444,WEST 35 STREET,64449,52,D
11159,1007320070,444,10 AVENUE,48264,16,D
11160,1007350006,453,WEST 37 STREET,440709,47,D
11161,1007350017,431,WEST 37 STREET,97646,42,D
11162,1007387502,366,WEST 15 STREET,41302,1,D
11163,1007400037,139,8 AVENUE,32930,35,D
11164,1007407501,127,8 AVENUE,75916,43,D
11165,1007407502,346,WEST 17 STREET,183484,49,D
11166,1007410067,112,9 AVENUE,57706,32,D
11167,1007440043,209,8 AVENUE,25924,1,D
11168,1007450040,231,8 AVENUE,30948,37,D
11169,1007467502,344,WEST 23 STREET,53937,39,D
11170,1007540001,363,WEST 30 STREET,85853,34,D
11171,1007540068,350,WEST 31 STREET,63200,50,D
11172,1007570001,420,9 AVENUE,41006,29,D
11173,1007570066,354,WEST 34 STREET,279392,29,D
11174,1007600018,341,WEST 36 STREET,81000,30,D
11175,1007600058,326,WEST 37 STREET,94374,44,D
11176,1007600068,352,WEST 37 STREET,170978,32,D
11177,1007610043,320,WEST 38 STREET,718503,17,D
11178,1007620060,334,WEST 39 STREET,218725,33,D
11179,1007630008,353,WEST 39 STREET,28080,7,D
11180,1007630028,311,WEST 39 STREET,177000,39,D
11181,1007630034,601,8 AVENUE,28750,2,D
11182,1007630047,310,WEST 40 STREET,114917,41,D
11183,1007630065,342,WEST 40 STREET,67130,18,D
11184,1007650001,102,8 AVENUE,102046,48,D
11185,1007660039,100,7 AVENUE,101221,47,D
11186,1007660061,230,WEST 17 STREET,53168,23,D
11187,1007667502,124,8 AVENUE,172584,8,D
11188,1007670043,128,7 AVENUE,46812,53,D
11189,1007677503,201,WEST 17 STREET,74195,16,D
11190,1007677504,224,WEST 18 STREET,53649,17,D
11191,1007690053,226,WEST 20 STREET,27381,13,D
11192,1007697505,251,WEST 19 STREET,72112,32,D
11193,1007710001,216,8 AVENUE,32325,38,D
11194,1007710038,188,7 AVENUE,80977,6,D
11195,1007730134,202,WEST 24 STREET,68879,46,D
11196,1007747501,252,7 AVENUE,628697,35,D
11197,1007750009,245,WEST 25 STREET,39698,22,D
11198,1007750022,219,WEST 25 STREET,62586,53,D
11199,1007750044,200,WEST 26 STREET,264000,28,D
11200,1007750060,236,WEST 26 STREET,86280,18,D
11201,1007750064,250,WEST 26 STREET,30928,47,D
11202,1007780007,253,WEST 28 STREET,37372,39,D
11203,1007780070,252,WEST 29 STREET,42564,2,D
11204,1007787501,261,WEST 28 STREET,73371,44,D
11205,1007790075,400,8 AVENUE,76637,49,D
11206,1007807501,406,8 AVENUE,32500,12,D
11207,1007840054,218,WEST 35 STREET,201307,43,D
11208,1007860042,488,7 AVENUE,88872,36,D
11209,1007860064,226,WEST 37 STREET,83500,47,D
11210,1007880016,257,WEST 38 STREET,78325,22,D
11211,1007890009,257,WEST 39 STREET,177975,31,D
11212,1007890040,552,7 AVENUE,30528,44,D
11213,1007890044,202,WEST 40 STREET,38030,43,D
11214,1007890069,252,WEST 40 STREET,120566,12,D
11215,1007900001,61,7 AVENUE,371863,25,D
11216,1007900028,103,WEST 14 STREET,55233,6,D
11217,1007910036,555,AVENUE OF THE AMERICAS,195442,32,D
11218,1007910062,130,WEST 16 STREET,32384,43,D
11219,1007927501,131,WEST 16 STREET,39792,34,D
11220,1007930001,119,7 AVENUE,53123,1,D
11221,1007930022,121,WEST 17 STREET,53298,21,D
11222,1007937505,151,WEST 17 STREET,108689,11,D
11223,1007937507,100,WEST 18 STREET,99176,7,D
11224,1007937508,166,WEST 18 STREET,76676,25,D
11225,1007940030,615,AVENUE OF THE AMERICAS,134235,48,D
11226,1007947502,163,WEST 18 STREET,46948,3,D
11227,1007950001,180,WEST 20 STREET,274659,42,D
11228,1007957501,121,WEST 19 STREET,132282,19,D
11229,1007957502,130,WEST 20 STREET,40339,34,D
11230,1007960018,135,WEST 20 STREET,33150,38,D
11231,1007967501,179,7 AVENUE,39021,2,D
11232,1007967502,121,WEST 20 STREET,57280,11,D
11233,1007967504,655,6 AVENUE,121206,2,D
11234,1007980041,695,AVENUE OF THE AMERICAS,170000,50,D
11235,1007980054,118,WEST 23 STREET,48539,13,D
11236,1007980066,142,WEST 23 STREET,48680,53,D
11237,1007987502,215,7 AVENUE,124597,21,D
11238,1007987503,140,WEST 23 STREET,35154,24,D
11239,1007990021,137,WEST 23 STREET,159606,43,D
11240,1008000071,160,WEST 25 STREET,55916,26,D
11241,1008007501,245,7 AVENUE,84772,19,D
11242,1008007504,101,WEST 24 STREET,351608,27,D
11243,1008007505,159,WEST 24 STREET,31312,54,D
11244,1008010034,103,WEST 25 STREET,227896,51,D
11245,1008020036,777,AVENUE OF THE AMERICAS,269947,41,D
11246,1008040001,319,7 AVENUE,410334,53,D
11247,1008040022,123,WEST 28 STREET,55411,47,D
11248,1008040034,815,AVENUE OF THE AMERICAS,73497,4,D
11249,1008040054,124,WEST 29 STREET,80122,14,D
11250,1008050071,120,WEST 30 STREET,36366,53,D
11251,1008057501,130,WEST 30 STREET,140247,22,D
11252,1008057502,835,AVENUE OF THE AMERICAS,631862,51,D
11253,1008060006,151,WEST 30 STREET,85517,13,D
11254,1008060013,135,WEST 30 STREET,121000,17,D
11255,1008060052,116,WEST 31 STREET,49286,45,D
11256,1008067502,855,AVENUE OF THE AMERICAS,532903,53,D
11257,1008077502,885,AVENUE OF THE AMERICAS,422039,31,D
11258,1008090069,144,WEST 34 STREET,77760,1,D
11259,1008110016,131,WEST 35 STREET,91777,18,D
11260,1008150021,109,WEST 39 STREET,173108,54,D
11261,1008160007,53,WEST 14 STREET,310000,52,D
11262,1008160031,7,WEST 14 STREET,350800,37,D
11263,1008160042,96,5 AVENUE,180000,22,D
11264,1008167503,50,WEST 15 STREET,66363,42,D
11265,1008170085,568,AVENUE OF THE AMERICAS,129970,49,D
11266,1008177501,108,5 AVENUE,70000,27,D
11267,1008177503,35,WEST 15 STREET,174519,39,D
11268,1008187501,590,AVENUE OF THE AMERICAS,171178,27,D
11269,1008190014,45,WEST 17 STREET,27600,10,D
11270,1008190050,6,WEST 18 STREET,51889,3,D
11271,1008197503,32,WEST 18 STREET,78000,28,D
11272,1008207501,140,5 AVENUE,55025,7,D
11273,1008207504,16,WEST 19 STREET,76230,19,D
11274,1008210014,39,WEST 19 STREET,107152,43,D
11275,1008210021,31,WEST 19 STREET,51336,32,D
11276,1008210038,142,5 AVENUE,91000,31,D
11277,1008217503,650,6 AVENUE,111047,2,D
11278,1008220045,4,WEST 21 STREET,119136,9,D
11279,1008227507,160,5 AVENUE,112188,36,D
11280,1008237506,162,5 AVENUE,121998,20,D
11281,1008237507,7,WEST 21 STREET,352361,40,D
11282,1008240011,56,WEST 23 STREET,527452,16,D
11283,1008250017,43,WEST 23 STREET,92285,30,D
11284,1008260001,736,AVENUE OF THE AMERICAS,296400,12,D
11285,1008260026,19,WEST 24 STREET,51659,53,D
11286,1008270001,55,WEST 25 STREET,428340,12,D
11287,1008270060,22,WEST 26 STREET,48685,39,D
11288,1008277501,212,5 AVENUE,195338,34,D
11289,1008280001,776,AVENUE OF THE AMERICAS,454538,27,D
11290,1008290001,796,AVENUE OF THE AMERICAS,293978,4,D
11291,1008290036,236,5 AVENUE,65247,32,D
11292,1008290040,244,5 AVENUE,31500,48,D
11293,1008290042,246,5 AVENUE,32049,23,D
11294,1008290050,1164,BROADWAY,112608,2,D
11295,1008300030,13,WEST 28 STREET,40777,21,D
11296,1008300054,1186,BROADWAY,185000,12,D
11297,1008310002,838,AVENUE OF THE AMERICAS,26314,35,D
11298,1008320032,11,WEST 30 STREET,62091,25,D
11299,1008320066,1226,BROADWAY,133394,49,D
11300,1008330018,39,WEST 31 STREET,132844,30,D
11301,1008330049,6,WEST 32 STREET,80185,42,D
11302,1008330052,12,WEST 32 STREET,33117,15,D
11303,1008330075,1265,BROADWAY,62612,36,D
11304,1008340016,43,WEST 32 STREET,62992,18,D
11305,1008340029,17,WEST 32 STREET,64577,16,D
11306,1008340080,1270,BROADWAY,117650,45,D
11307,1008360010,31,WEST 34 STREET,275609,1,D
11308,1008370001,960,AVENUE OF THE AMERICAS,100738,9,D
11309,1008370009,57,WEST 35 STREET,55000,23,D
11310,1008370015,43,WEST 35 STREET,81706,33,D
11311,1008370040,372,5 AVENUE,127666,50,D
11312,1008370052,8,WEST 36 STREET,30776,51,D
11313,1008370072,48,WEST 36 STREET,37195,34,D
11314,1008380036,7,WEST 36 STREET,62135,21,D
11315,1008380048,402,5 AVENUE,83278,33,D
11316,1008380070,36,WEST 37 STREET,44115,51,D
11317,1008387501,400,5 AVENUE,568820,20,D
11318,1008390027,21,WEST 37 STREET,34690,26,D
11319,1008390034,5,WEST 37 STREET,82878,53,D
11320,1008390037,1,WEST 37 STREET,63433,50,D
11321,1008397502,66,WEST 38 STREET,399477,40,D
11322,1008400006,63,WEST 38 STREET,121060,45,D
11323,1008400066,32,WEST 39 STREET,60931,51,D
11324,1008410069,30,WEST 40 STREET,69925,53,D
11325,1008410071,38,WEST 40 STREET,124035,18,D
11326,1008427501,69,5 AVENUE,175750,49,D
11327,1008427502,15,UNION SQUARE WEST,102552,4,D
11328,1008430008,7,EAST 15 STREET,36759,4,D
11329,1008430037,18,EAST 16 STREET,44506,12,D
11330,1008440042,91,5 AVENUE,51838,51,D
11331,1008460026,860,BROADWAY,75799,45,D
11332,1008460030,33,EAST 17 STREET,120822,38,D
11333,1008460071,105,5 AVENUE,102017,8,D
11334,1008470024,874,BROADWAY,43073,10,D
11335,1008477501,880,BROADWAY,79498,22,D
11336,1008480001,119,5 AVENUE,56731,49,D
11337,1008480061,894,BROADWAY,98146,31,D
11338,1008487503,42,EAST 20 STREET,66566,1,D
11339,1008487505,240,PARK AVENUE SOUTH,94289,22,D
11340,1008497504,260,PARK AVENUE SOUTH,211636,7,D
11341,1008497505,141,5 AVENUE,95705,32,D
11342,1008500039,268,PARK AVENUE SOUTH,109393,31,D
11343,1008500064,12,EAST 22 STREET,78646,11,D
11344,1008507503,280,PARK AVENUE SOUTH,297900,45,D
11345,1008507506,49,EAST 21 STREET,67414,26,D
11346,1008510013,21,EAST 22 STREET,149276,23,D
11347,1008517501,5,EAST 22 STREET,406656,20,D
11348,1008517504,29,EAST 22 STREET,63368,41,D
11349,1008517505,23,EAST 22 STREET,236790,16,D
11350,1008517506,45,EAST 22 STREET,281313,26,D
11351,1008550037,35,MADISON AVENUE,524937,52,D
11352,1008570007,7,EAST 27 STREET,53038,6,D
11353,1008570066,10,EAST 28 STREET,187041,1,D
11354,1008577501,76,MADISON AVENUE,64830,8,D
11355,1008577502,241,5 AVENUE,75206,45,D
11356,1008580014,80,MADISON AVENUE,60110,16,D
11357,1008580032,41,EAST 28 STREET,26615,6,D
11358,1008587501,31,EAST 28 STREET,49756,40,D
11359,1008587502,404,PARK AVENUE SOUTH,103290,6,D
11360,1008587503,22,EAST 29 STREET,212095,29,D
11361,1008590026,30,EAST 30 STREET,142851,21,D
11362,1008597501,11,EAST 29 STREET,263972,51,D
11363,1008597504,277,5 AVENUE,268440,21,D
11364,1008600037,444,PARK AVENUE SOUTH,120400,33,D
11365,1008600074,12,EAST 31 STREET,63967,25,D
11366,1008607501,43,EAST 30 STREET,59993,4,D
11367,1008610003,307,5 AVENUE,60648,31,D
11368,1008610010,11,EAST 31 STREET,78843,31,D
11369,1008620011,11,EAST 32 STREET,45920,51,D
11370,1008620024,153,MADISON AVENUE,111227,52,D
11371,1008627503,321,5 AVENUE,432311,25,D
11372,1008637501,45,EAST 33 STREET,110423,18,D
11373,1008640028,47,EAST 34 STREET,106153,24,D
11374,1008647501,20,EAST 35 STREET,200200,54,D
11375,1008650007,7,EAST 35 STREET,64598,44,D
11376,1008650053,213,MADISON AVENUE,60300,52,D
11377,1008650071,385,5 AVENUE,88595,19,D
11378,1008657501,211,MADISON AVENUE,86314,35,D
11379,1008657502,1,EAST 35 STREET,97000,11,D
11380,1008660003,391,5 AVENUE,33046,35,D
11381,1008667501,11,EAST 36 STREET,85194,4,D
11382,1008680010,7,EAST 38 STREET,80797,17,D
11383,1008687502,80,PARK AVENUE,232631,36,D
11384,1008687503,425,5 AVENUE,213279,14,D
11385,1008690049,30,EAST 40 STREET,71063,28,D
11386,1008697501,441,5 AVENUE,217421,43,D
